Site,Date,Hour,ED Enc,ED Enc Admitted,Year,Month,Day,Weekday
B,2022-10-21,1,29,10,2022,10,21,5
B,2022-10-21,2,48,15,2022,10,21,5
B,2022-10-21,3,44,8,2022,10,21,5
B,2022-10-21,4,64,6,2022,10,21,5
B,2022-10-22,1,31,6,2022,10,22,6
B,2022-10-22,2,33,10,2022,10,22,6
B,2022-10-22,3,58,20,2022,10,22,6
B,2022-10-22,4,72,15,2022,10,22,6
B,2022-10-23,1,19,3,2022,10,23,7
B,2022-10-23,2,44,14,2022,10,23,7
B,2022-10-23,3,68,16,2022,10,23,7
B,2022-10-23,4,68,15,2022,10,23,7
B,2022-10-24,1,22,7,2022,10,24,1
B,2022-10-24,2,46,12,2022,10,24,1
B,2022-10-24,3,62,24,2022,10,24,1
B,2022-10-24,4,65,15,2022,10,24,1
B,2022-10-25,1,20,7,2022,10,25,2
B,2022-10-25,2,52,16,2022,10,25,2
B,2022-10-25,3,54,15,2022,10,25,2
B,2022-10-25,4,71,16,2022,10,25,2
B,2022-10-26,1,19,5,2022,10,26,3
B,2022-10-26,2,47,18,2022,10,26,3
B,2022-10-26,3,47,11,2022,10,26,3
B,2022-10-26,4,60,15,2022,10,26,3
B,2022-10-27,1,24,7,2022,10,27,4
B,2022-10-27,2,47,13,2022,10,27,4
B,2022-10-27,3,56,21,2022,10,27,4
B,2022-10-27,4,53,9,2022,10,27,4
B,2022-10-28,1,27,6,2022,10,28,5
B,2022-10-28,2,45,9,2022,10,28,5
B,2022-10-28,3,51,12,2022,10,28,5
B,2022-10-28,4,60,15,2022,10,28,5
B,2022-10-29,1,32,8,2022,10,29,6
B,2022-10-29,2,46,15,2022,10,29,6
B,2022-10-29,3,61,11,2022,10,29,6
B,2022-10-29,4,70,11,2022,10,29,6
B,2022-10-30,1,38,14,2022,10,30,7
B,2022-10-30,2,40,9,2022,10,30,7
B,2022-10-30,3,62,14,2022,10,30,7
B,2022-10-30,4,73,13,2022,10,30,7
B,2022-10-31,1,21,2,2022,10,31,1
B,2022-10-31,2,44,13,2022,10,31,1
B,2022-10-31,3,70,22,2022,10,31,1
B,2022-10-31,4,52,11,2022,10,31,1
B,2022-11-01,1,21,3,2022,11,1,2
B,2022-11-01,2,57,13,2022,11,1,2
B,2022-11-01,3,48,19,2022,11,1,2
B,2022-11-01,4,69,12,2022,11,1,2
B,2022-11-02,1,12,2,2022,11,2,3
B,2022-11-02,2,40,13,2022,11,2,3
B,2022-11-02,3,53,13,2022,11,2,3
B,2022-11-02,4,59,5,2022,11,2,3
B,2022-11-03,1,17,1,2022,11,3,4
B,2022-11-03,2,42,14,2022,11,3,4
B,2022-11-03,3,61,16,2022,11,3,4
B,2022-11-03,4,58,9,2022,11,3,4
B,2022-11-04,1,27,7,2022,11,4,5
B,2022-11-04,2,49,17,2022,11,4,5
B,2022-11-04,3,57,25,2022,11,4,5
B,2022-11-04,4,51,10,2022,11,4,5
B,2022-11-05,1,25,7,2022,11,5,6
B,2022-11-05,2,35,14,2022,11,5,6
B,2022-11-05,3,68,13,2022,11,5,6
B,2022-11-05,4,57,16,2022,11,5,6
B,2022-11-06,1,26,2,2022,11,6,7
B,2022-11-06,2,50,9,2022,11,6,7
B,2022-11-06,3,60,16,2022,11,6,7
B,2022-11-06,4,68,14,2022,11,6,7
B,2022-11-07,1,16,5,2022,11,7,1
B,2022-11-07,2,42,11,2022,11,7,1
B,2022-11-07,3,65,20,2022,11,7,1
B,2022-11-07,4,50,14,2022,11,7,1
B,2022-11-08,1,19,5,2022,11,8,2
B,2022-11-08,2,52,15,2022,11,8,2
B,2022-11-08,3,57,21,2022,11,8,2
B,2022-11-08,4,54,18,2022,11,8,2
B,2022-11-09,1,22,7,2022,11,9,3
B,2022-11-09,2,39,8,2022,11,9,3
B,2022-11-09,3,46,18,2022,11,9,3
B,2022-11-09,4,48,7,2022,11,9,3
B,2022-11-10,1,24,7,2022,11,10,4
B,2022-11-10,2,41,15,2022,11,10,4
B,2022-11-10,3,44,8,2022,11,10,4
B,2022-11-10,4,49,5,2022,11,10,4
B,2022-11-11,1,18,6,2022,11,11,5
B,2022-11-11,2,35,8,2022,11,11,5
B,2022-11-11,3,62,23,2022,11,11,5
B,2022-11-11,4,49,19,2022,11,11,5
B,2022-11-12,1,28,3,2022,11,12,6
B,2022-11-12,2,41,13,2022,11,12,6
B,2022-11-12,3,74,25,2022,11,12,6
B,2022-11-12,4,56,14,2022,11,12,6
B,2022-11-13,1,28,10,2022,11,13,7
B,2022-11-13,2,54,10,2022,11,13,7
B,2022-11-13,3,66,16,2022,11,13,7
B,2022-11-13,4,60,13,2022,11,13,7
B,2022-11-14,1,15,2,2022,11,14,1
B,2022-11-14,2,45,6,2022,11,14,1
B,2022-11-14,3,54,13,2022,11,14,1
B,2022-11-14,4,56,16,2022,11,14,1
B,2022-11-15,1,23,3,2022,11,15,2
B,2022-11-15,2,48,12,2022,11,15,2
B,2022-11-15,3,49,14,2022,11,15,2
B,2022-11-15,4,40,8,2022,11,15,2
B,2022-11-16,1,21,7,2022,11,16,3
B,2022-11-16,2,46,11,2022,11,16,3
B,2022-11-16,3,59,20,2022,11,16,3
B,2022-11-16,4,46,14,2022,11,16,3
B,2022-11-17,1,21,6,2022,11,17,4
B,2022-11-17,2,32,9,2022,11,17,4
B,2022-11-17,3,48,11,2022,11,17,4
B,2022-11-17,4,76,14,2022,11,17,4
B,2022-11-18,1,13,4,2022,11,18,5
B,2022-11-18,2,43,11,2022,11,18,5
B,2022-11-18,3,55,15,2022,11,18,5
B,2022-11-18,4,62,14,2022,11,18,5
B,2022-11-19,1,26,7,2022,11,19,6
B,2022-11-19,2,34,7,2022,11,19,6
B,2022-11-19,3,43,9,2022,11,19,6
B,2022-11-19,4,57,12,2022,11,19,6
B,2022-11-20,1,30,5,2022,11,20,7
B,2022-11-20,2,30,3,2022,11,20,7
B,2022-11-20,3,53,17,2022,11,20,7
B,2022-11-20,4,58,8,2022,11,20,7
B,2022-11-21,1,15,3,2022,11,21,1
B,2022-11-21,2,45,10,2022,11,21,1
B,2022-11-21,3,53,10,2022,11,21,1
B,2022-11-21,4,51,8,2022,11,21,1
B,2022-11-22,1,19,5,2022,11,22,2
B,2022-11-22,2,45,13,2022,11,22,2
B,2022-11-22,3,53,15,2022,11,22,2
B,2022-11-22,4,58,9,2022,11,22,2
B,2022-11-23,1,21,8,2022,11,23,3
B,2022-11-23,2,29,7,2022,11,23,3
B,2022-11-23,3,53,15,2022,11,23,3
B,2022-11-23,4,62,18,2022,11,23,3
B,2022-11-24,1,21,9,2022,11,24,4
B,2022-11-24,2,40,7,2022,11,24,4
B,2022-11-24,3,44,6,2022,11,24,4
B,2022-11-24,4,68,13,2022,11,24,4
B,2022-11-25,1,29,6,2022,11,25,5
B,2022-11-25,2,48,9,2022,11,25,5
B,2022-11-25,3,56,20,2022,11,25,5
B,2022-11-25,4,45,9,2022,11,25,5
B,2022-11-26,1,29,4,2022,11,26,6
B,2022-11-26,2,50,11,2022,11,26,6
B,2022-11-26,3,57,8,2022,11,26,6
B,2022-11-26,4,79,19,2022,11,26,6
B,2022-11-27,1,23,4,2022,11,27,7
B,2022-11-27,2,40,9,2022,11,27,7
B,2022-11-27,3,69,13,2022,11,27,7
B,2022-11-27,4,63,7,2022,11,27,7
B,2022-11-28,1,25,5,2022,11,28,1
B,2022-11-28,2,46,11,2022,11,28,1
B,2022-11-28,3,59,13,2022,11,28,1
B,2022-11-28,4,66,13,2022,11,28,1
B,2022-11-29,1,28,11,2022,11,29,2
B,2022-11-29,2,35,12,2022,11,29,2
B,2022-11-29,3,56,12,2022,11,29,2
B,2022-11-29,4,46,7,2022,11,29,2
B,2022-11-30,1,29,9,2022,11,30,3
B,2022-11-30,2,40,9,2022,11,30,3
B,2022-11-30,3,48,14,2022,11,30,3
B,2022-11-30,4,41,7,2022,11,30,3
B,2022-12-01,1,17,3,2022,12,1,4
B,2022-12-01,2,40,8,2022,12,1,4
B,2022-12-01,3,65,17,2022,12,1,4
B,2022-12-01,4,61,7,2022,12,1,4
B,2022-12-02,1,24,3,2022,12,2,5
B,2022-12-02,2,42,13,2022,12,2,5
B,2022-12-02,3,61,17,2022,12,2,5
B,2022-12-02,4,39,7,2022,12,2,5
B,2022-12-03,1,22,7,2022,12,3,6
B,2022-12-03,2,37,6,2022,12,3,6
B,2022-12-03,3,54,13,2022,12,3,6
B,2022-12-03,4,71,10,2022,12,3,6
B,2022-12-04,1,27,6,2022,12,4,7
B,2022-12-04,2,46,15,2022,12,4,7
B,2022-12-04,3,64,16,2022,12,4,7
B,2022-12-04,4,63,7,2022,12,4,7
B,2022-12-05,1,19,6,2022,12,5,1
B,2022-12-05,2,59,13,2022,12,5,1
B,2022-12-05,3,72,18,2022,12,5,1
B,2022-12-05,4,51,15,2022,12,5,1
B,2022-12-06,1,23,4,2022,12,6,2
B,2022-12-06,2,44,11,2022,12,6,2
B,2022-12-06,3,60,13,2022,12,6,2
B,2022-12-06,4,44,8,2022,12,6,2
B,2022-12-07,1,24,7,2022,12,7,3
B,2022-12-07,2,47,12,2022,12,7,3
B,2022-12-07,3,59,18,2022,12,7,3
B,2022-12-07,4,51,11,2022,12,7,3
B,2022-12-08,1,25,5,2022,12,8,4
B,2022-12-08,2,51,11,2022,12,8,4
B,2022-12-08,3,50,14,2022,12,8,4
B,2022-12-08,4,47,9,2022,12,8,4
B,2022-12-09,1,12,5,2022,12,9,5
B,2022-12-09,2,46,13,2022,12,9,5
B,2022-12-09,3,63,18,2022,12,9,5
B,2022-12-09,4,51,10,2022,12,9,5
B,2022-12-10,1,27,7,2022,12,10,6
B,2022-12-10,2,43,11,2022,12,10,6
B,2022-12-10,3,65,14,2022,12,10,6
B,2022-12-10,4,51,7,2022,12,10,6
B,2022-12-11,1,22,6,2022,12,11,7
B,2022-12-11,2,49,8,2022,12,11,7
B,2022-12-11,3,74,18,2022,12,11,7
B,2022-12-11,4,59,10,2022,12,11,7
B,2022-12-12,1,31,7,2022,12,12,1
B,2022-12-12,2,44,15,2022,12,12,1
B,2022-12-12,3,54,14,2022,12,12,1
B,2022-12-12,4,66,22,2022,12,12,1
B,2022-12-13,1,23,5,2022,12,13,2
B,2022-12-13,2,49,13,2022,12,13,2
B,2022-12-13,3,45,11,2022,12,13,2
B,2022-12-13,4,42,5,2022,12,13,2
B,2022-12-14,1,18,2,2022,12,14,3
B,2022-12-14,2,35,5,2022,12,14,3
B,2022-12-14,3,52,16,2022,12,14,3
B,2022-12-14,4,41,12,2022,12,14,3
B,2022-12-15,1,22,6,2022,12,15,4
B,2022-12-15,2,40,12,2022,12,15,4
B,2022-12-15,3,53,17,2022,12,15,4
B,2022-12-15,4,49,8,2022,12,15,4
B,2022-12-16,1,22,6,2022,12,16,5
B,2022-12-16,2,36,9,2022,12,16,5
B,2022-12-16,3,56,14,2022,12,16,5
B,2022-12-16,4,46,11,2022,12,16,5
B,2022-12-17,1,22,5,2022,12,17,6
B,2022-12-17,2,40,15,2022,12,17,6
B,2022-12-17,3,73,11,2022,12,17,6
B,2022-12-17,4,70,15,2022,12,17,6
B,2022-12-18,1,29,7,2022,12,18,7
B,2022-12-18,2,30,3,2022,12,18,7
B,2022-12-18,3,65,10,2022,12,18,7
B,2022-12-18,4,54,9,2022,12,18,7
B,2022-12-19,1,19,7,2022,12,19,1
B,2022-12-19,2,37,11,2022,12,19,1
B,2022-12-19,3,57,18,2022,12,19,1
B,2022-12-19,4,49,11,2022,12,19,1
B,2022-12-20,1,31,8,2022,12,20,2
B,2022-12-20,2,40,13,2022,12,20,2
B,2022-12-20,3,56,21,2022,12,20,2
B,2022-12-20,4,52,9,2022,12,20,2
B,2022-12-21,1,15,2,2022,12,21,3
B,2022-12-21,2,28,13,2022,12,21,3
B,2022-12-21,3,44,13,2022,12,21,3
B,2022-12-21,4,43,11,2022,12,21,3
B,2022-12-22,1,20,4,2022,12,22,4
B,2022-12-22,2,40,5,2022,12,22,4
B,2022-12-22,3,62,22,2022,12,22,4
B,2022-12-22,4,49,9,2022,12,22,4
B,2022-12-23,1,14,6,2022,12,23,5
B,2022-12-23,2,28,11,2022,12,23,5
B,2022-12-23,3,48,13,2022,12,23,5
B,2022-12-23,4,51,11,2022,12,23,5
B,2022-12-24,1,22,8,2022,12,24,6
B,2022-12-24,2,34,9,2022,12,24,6
B,2022-12-24,3,40,6,2022,12,24,6
B,2022-12-24,4,50,14,2022,12,24,6
B,2022-12-25,1,14,5,2022,12,25,7
B,2022-12-25,2,36,10,2022,12,25,7
B,2022-12-25,3,47,8,2022,12,25,7
B,2022-12-25,4,52,12,2022,12,25,7
B,2022-12-26,1,23,7,2022,12,26,1
B,2022-12-26,2,42,13,2022,12,26,1
B,2022-12-26,3,62,10,2022,12,26,1
B,2022-12-26,4,47,14,2022,12,26,1
B,2022-12-27,1,17,5,2022,12,27,2
B,2022-12-27,2,50,13,2022,12,27,2
B,2022-12-27,3,47,13,2022,12,27,2
B,2022-12-27,4,54,19,2022,12,27,2
B,2022-12-28,1,21,6,2022,12,28,3
B,2022-12-28,2,45,15,2022,12,28,3
B,2022-12-28,3,45,14,2022,12,28,3
B,2022-12-28,4,54,15,2022,12,28,3
B,2022-12-29,1,18,8,2022,12,29,4
B,2022-12-29,2,43,15,2022,12,29,4
B,2022-12-29,3,54,16,2022,12,29,4
B,2022-12-29,4,57,11,2022,12,29,4
B,2022-12-30,1,23,6,2022,12,30,5
B,2022-12-30,2,40,12,2022,12,30,5
B,2022-12-30,3,53,16,2022,12,30,5
B,2022-12-30,4,40,10,2022,12,30,5
B,2022-12-31,1,24,9,2022,12,31,6
B,2022-12-31,2,39,13,2022,12,31,6
B,2022-12-31,3,66,16,2022,12,31,6
B,2022-12-31,4,47,8,2022,12,31,6
B,2023-01-01,1,19,5,2023,1,1,7
B,2023-01-01,2,39,10,2023,1,1,7
B,2023-01-01,3,65,11,2023,1,1,7
B,2023-01-01,4,50,6,2023,1,1,7
B,2023-01-02,1,16,2,2023,1,2,1
B,2023-01-02,2,52,17,2023,1,2,1
B,2023-01-02,3,65,14,2023,1,2,1
B,2023-01-02,4,62,8,2023,1,2,1
B,2023-01-03,1,30,11,2023,1,3,2
B,2023-01-03,2,49,11,2023,1,3,2
B,2023-01-03,3,52,13,2023,1,3,2
B,2023-01-03,4,54,17,2023,1,3,2
B,2023-01-04,1,22,2,2023,1,4,3
B,2023-01-04,2,35,10,2023,1,4,3
B,2023-01-04,3,42,11,2023,1,4,3
B,2023-01-04,4,58,16,2023,1,4,3
B,2023-01-05,1,21,9,2023,1,5,4
B,2023-01-05,2,34,8,2023,1,5,4
B,2023-01-05,3,54,15,2023,1,5,4
B,2023-01-05,4,45,5,2023,1,5,4
B,2023-01-06,1,22,6,2023,1,6,5
B,2023-01-06,2,31,7,2023,1,6,5
B,2023-01-06,3,49,14,2023,1,6,5
B,2023-01-06,4,42,5,2023,1,6,5
B,2023-01-07,1,28,7,2023,1,7,6
B,2023-01-07,2,30,10,2023,1,7,6
B,2023-01-07,3,54,14,2023,1,7,6
B,2023-01-07,4,48,6,2023,1,7,6
B,2023-01-08,1,28,6,2023,1,8,7
B,2023-01-08,2,37,12,2023,1,8,7
B,2023-01-08,3,63,18,2023,1,8,7
B,2023-01-08,4,59,13,2023,1,8,7
B,2023-01-09,1,23,5,2023,1,9,1
B,2023-01-09,2,44,9,2023,1,9,1
B,2023-01-09,3,51,16,2023,1,9,1
B,2023-01-09,4,44,14,2023,1,9,1
B,2023-01-10,1,27,9,2023,1,10,2
B,2023-01-10,2,34,14,2023,1,10,2
B,2023-01-10,3,46,11,2023,1,10,2
B,2023-01-10,4,54,13,2023,1,10,2
B,2023-01-11,1,20,5,2023,1,11,3
B,2023-01-11,2,29,9,2023,1,11,3
B,2023-01-11,3,47,15,2023,1,11,3
B,2023-01-11,4,53,14,2023,1,11,3
B,2023-01-12,1,20,3,2023,1,12,4
B,2023-01-12,2,31,9,2023,1,12,4
B,2023-01-12,3,54,13,2023,1,12,4
B,2023-01-12,4,57,17,2023,1,12,4
B,2023-01-13,1,25,9,2023,1,13,5
B,2023-01-13,2,40,11,2023,1,13,5
B,2023-01-13,3,54,12,2023,1,13,5
B,2023-01-13,4,44,6,2023,1,13,5
B,2023-01-14,1,17,6,2023,1,14,6
B,2023-01-14,2,33,12,2023,1,14,6
B,2023-01-14,3,54,7,2023,1,14,6
B,2023-01-14,4,55,12,2023,1,14,6
B,2023-01-15,1,18,3,2023,1,15,7
B,2023-01-15,2,46,10,2023,1,15,7
B,2023-01-15,3,39,6,2023,1,15,7
B,2023-01-15,4,43,11,2023,1,15,7
B,2023-01-16,1,18,3,2023,1,16,1
B,2023-01-16,2,39,11,2023,1,16,1
B,2023-01-16,3,62,17,2023,1,16,1
B,2023-01-16,4,54,8,2023,1,16,1
B,2023-01-17,1,20,5,2023,1,17,2
B,2023-01-17,2,40,11,2023,1,17,2
B,2023-01-17,3,48,9,2023,1,17,2
B,2023-01-17,4,57,14,2023,1,17,2
B,2023-01-18,1,28,8,2023,1,18,3
B,2023-01-18,2,31,6,2023,1,18,3
B,2023-01-18,3,62,18,2023,1,18,3
B,2023-01-18,4,59,12,2023,1,18,3
B,2023-01-19,1,18,5,2023,1,19,4
B,2023-01-19,2,35,12,2023,1,19,4
B,2023-01-19,3,60,18,2023,1,19,4
B,2023-01-19,4,44,7,2023,1,19,4
B,2023-01-20,1,21,1,2023,1,20,5
B,2023-01-20,2,39,9,2023,1,20,5
B,2023-01-20,3,60,17,2023,1,20,5
B,2023-01-20,4,45,6,2023,1,20,5
B,2023-01-21,1,20,3,2023,1,21,6
B,2023-01-21,2,28,6,2023,1,21,6
B,2023-01-21,3,52,18,2023,1,21,6
B,2023-01-21,4,57,16,2023,1,21,6
B,2023-01-22,1,25,5,2023,1,22,7
B,2023-01-22,2,44,14,2023,1,22,7
B,2023-01-22,3,56,11,2023,1,22,7
B,2023-01-22,4,42,10,2023,1,22,7
B,2023-01-23,1,20,4,2023,1,23,1
B,2023-01-23,2,53,18,2023,1,23,1
B,2023-01-23,3,55,12,2023,1,23,1
B,2023-01-23,4,46,13,2023,1,23,1
B,2023-01-24,1,19,4,2023,1,24,2
B,2023-01-24,2,24,9,2023,1,24,2
B,2023-01-24,3,39,9,2023,1,24,2
B,2023-01-24,4,58,8,2023,1,24,2
B,2023-01-25,1,15,5,2023,1,25,3
B,2023-01-25,2,45,17,2023,1,25,3
B,2023-01-25,3,59,16,2023,1,25,3
B,2023-01-25,4,44,12,2023,1,25,3
B,2023-01-26,1,18,3,2023,1,26,4
B,2023-01-26,2,32,10,2023,1,26,4
B,2023-01-26,3,57,17,2023,1,26,4
B,2023-01-26,4,42,11,2023,1,26,4
B,2023-01-27,1,11,6,2023,1,27,5
B,2023-01-27,2,34,9,2023,1,27,5
B,2023-01-27,3,57,14,2023,1,27,5
B,2023-01-27,4,58,11,2023,1,27,5
B,2023-01-28,1,23,9,2023,1,28,6
B,2023-01-28,2,41,5,2023,1,28,6
B,2023-01-28,3,41,12,2023,1,28,6
B,2023-01-28,4,53,23,2023,1,28,6
B,2023-01-29,1,24,8,2023,1,29,7
B,2023-01-29,2,29,3,2023,1,29,7
B,2023-01-29,3,62,16,2023,1,29,7
B,2023-01-29,4,50,12,2023,1,29,7
B,2023-01-30,1,27,4,2023,1,30,1
B,2023-01-30,2,38,10,2023,1,30,1
B,2023-01-30,3,67,19,2023,1,30,1
B,2023-01-30,4,60,11,2023,1,30,1
B,2023-01-31,1,18,3,2023,1,31,2
B,2023-01-31,2,38,8,2023,1,31,2
B,2023-01-31,3,56,22,2023,1,31,2
B,2023-01-31,4,42,12,2023,1,31,2
B,2023-02-01,1,21,4,2023,2,1,3
B,2023-02-01,2,47,11,2023,2,1,3
B,2023-02-01,3,57,24,2023,2,1,3
B,2023-02-01,4,63,10,2023,2,1,3
B,2023-02-02,1,23,2,2023,2,2,4
B,2023-02-02,2,34,7,2023,2,2,4
B,2023-02-02,3,50,14,2023,2,2,4
B,2023-02-02,4,36,8,2023,2,2,4
B,2023-02-03,1,20,7,2023,2,3,5
B,2023-02-03,2,33,6,2023,2,3,5
B,2023-02-03,3,44,15,2023,2,3,5
B,2023-02-03,4,51,12,2023,2,3,5
B,2023-02-04,1,27,7,2023,2,4,6
B,2023-02-04,2,35,8,2023,2,4,6
B,2023-02-04,3,46,12,2023,2,4,6
B,2023-02-04,4,64,13,2023,2,4,6
B,2023-02-05,1,25,7,2023,2,5,7
B,2023-02-05,2,48,10,2023,2,5,7
B,2023-02-05,3,57,16,2023,2,5,7
B,2023-02-05,4,62,14,2023,2,5,7
B,2023-02-06,1,15,4,2023,2,6,1
B,2023-02-06,2,50,13,2023,2,6,1
B,2023-02-06,3,51,16,2023,2,6,1
B,2023-02-06,4,56,15,2023,2,6,1
B,2023-02-07,1,25,8,2023,2,7,2
B,2023-02-07,2,42,16,2023,2,7,2
B,2023-02-07,3,59,18,2023,2,7,2
B,2023-02-07,4,62,15,2023,2,7,2
B,2023-02-08,1,21,3,2023,2,8,3
B,2023-02-08,2,42,9,2023,2,8,3
B,2023-02-08,3,52,11,2023,2,8,3
B,2023-02-08,4,54,13,2023,2,8,3
B,2023-02-09,1,20,6,2023,2,9,4
B,2023-02-09,2,31,7,2023,2,9,4
B,2023-02-09,3,58,22,2023,2,9,4
B,2023-02-09,4,51,9,2023,2,9,4
B,2023-02-10,1,18,3,2023,2,10,5
B,2023-02-10,2,48,13,2023,2,10,5
B,2023-02-10,3,54,16,2023,2,10,5
B,2023-02-10,4,49,7,2023,2,10,5
B,2023-02-11,1,29,7,2023,2,11,6
B,2023-02-11,2,35,7,2023,2,11,6
B,2023-02-11,3,54,10,2023,2,11,6
B,2023-02-11,4,50,12,2023,2,11,6
B,2023-02-12,1,22,5,2023,2,12,7
B,2023-02-12,2,40,8,2023,2,12,7
B,2023-02-12,3,47,7,2023,2,12,7
B,2023-02-12,4,66,17,2023,2,12,7
B,2023-02-13,1,21,2,2023,2,13,1
B,2023-02-13,2,41,5,2023,2,13,1
B,2023-02-13,3,64,19,2023,2,13,1
B,2023-02-13,4,45,13,2023,2,13,1
B,2023-02-14,1,29,7,2023,2,14,2
B,2023-02-14,2,38,10,2023,2,14,2
B,2023-02-14,3,52,15,2023,2,14,2
B,2023-02-14,4,37,10,2023,2,14,2
B,2023-02-15,1,14,4,2023,2,15,3
B,2023-02-15,2,35,8,2023,2,15,3
B,2023-02-15,3,44,13,2023,2,15,3
B,2023-02-15,4,49,9,2023,2,15,3
B,2023-02-16,1,18,2,2023,2,16,4
B,2023-02-16,2,44,10,2023,2,16,4
B,2023-02-16,3,48,19,2023,2,16,4
B,2023-02-16,4,41,14,2023,2,16,4
B,2023-02-17,1,21,8,2023,2,17,5
B,2023-02-17,2,26,7,2023,2,17,5
B,2023-02-17,3,56,20,2023,2,17,5
B,2023-02-17,4,44,13,2023,2,17,5
B,2023-02-18,1,25,5,2023,2,18,6
B,2023-02-18,2,42,10,2023,2,18,6
B,2023-02-18,3,56,17,2023,2,18,6
B,2023-02-18,4,48,9,2023,2,18,6
B,2023-02-19,1,26,10,2023,2,19,7
B,2023-02-19,2,41,12,2023,2,19,7
B,2023-02-19,3,63,11,2023,2,19,7
B,2023-02-19,4,59,16,2023,2,19,7
B,2023-02-20,1,21,3,2023,2,20,1
B,2023-02-20,2,38,10,2023,2,20,1
B,2023-02-20,3,57,16,2023,2,20,1
B,2023-02-20,4,53,11,2023,2,20,1
B,2023-02-21,1,20,2,2023,2,21,2
B,2023-02-21,2,38,10,2023,2,21,2
B,2023-02-21,3,62,20,2023,2,21,2
B,2023-02-21,4,47,9,2023,2,21,2
B,2023-02-22,1,22,6,2023,2,22,3
B,2023-02-22,2,50,11,2023,2,22,3
B,2023-02-22,3,46,14,2023,2,22,3
B,2023-02-22,4,40,10,2023,2,22,3
B,2023-02-23,1,6,1,2023,2,23,4
B,2023-02-23,2,25,12,2023,2,23,4
B,2023-02-23,3,58,17,2023,2,23,4
B,2023-02-23,4,45,5,2023,2,23,4
B,2023-02-24,1,24,6,2023,2,24,5
B,2023-02-24,2,36,7,2023,2,24,5
B,2023-02-24,3,50,15,2023,2,24,5
B,2023-02-24,4,57,15,2023,2,24,5
B,2023-02-25,1,12,4,2023,2,25,6
B,2023-02-25,2,36,10,2023,2,25,6
B,2023-02-25,3,47,4,2023,2,25,6
B,2023-02-25,4,58,12,2023,2,25,6
B,2023-02-26,1,23,3,2023,2,26,7
B,2023-02-26,2,31,10,2023,2,26,7
B,2023-02-26,3,57,19,2023,2,26,7
B,2023-02-26,4,49,11,2023,2,26,7
B,2023-02-27,1,17,7,2023,2,27,1
B,2023-02-27,2,49,15,2023,2,27,1
B,2023-02-27,3,55,17,2023,2,27,1
B,2023-02-27,4,57,14,2023,2,27,1
B,2023-02-28,1,16,8,2023,2,28,2
B,2023-02-28,2,44,11,2023,2,28,2
B,2023-02-28,3,43,12,2023,2,28,2
B,2023-02-28,4,50,13,2023,2,28,2
B,2023-03-01,1,8,2,2023,3,1,3
B,2023-03-01,2,23,10,2023,3,1,3
B,2023-03-01,3,29,8,2023,3,1,3
B,2023-03-01,4,58,9,2023,3,1,3
B,2023-03-02,1,13,3,2023,3,2,4
B,2023-03-02,2,40,14,2023,3,2,4
B,2023-03-02,3,56,17,2023,3,2,4
B,2023-03-02,4,55,11,2023,3,2,4
B,2023-03-03,1,21,7,2023,3,3,5
B,2023-03-03,2,49,12,2023,3,3,5
B,2023-03-03,3,54,17,2023,3,3,5
B,2023-03-03,4,65,13,2023,3,3,5
B,2023-03-04,1,27,4,2023,3,4,6
B,2023-03-04,2,37,10,2023,3,4,6
B,2023-03-04,3,58,16,2023,3,4,6
B,2023-03-04,4,63,9,2023,3,4,6
B,2023-03-05,1,21,4,2023,3,5,7
B,2023-03-05,2,39,6,2023,3,5,7
B,2023-03-05,3,62,15,2023,3,5,7
B,2023-03-05,4,54,7,2023,3,5,7
B,2023-03-06,1,21,5,2023,3,6,1
B,2023-03-06,2,30,11,2023,3,6,1
B,2023-03-06,3,68,17,2023,3,6,1
B,2023-03-06,4,59,10,2023,3,6,1
B,2023-03-07,1,22,5,2023,3,7,2
B,2023-03-07,2,46,14,2023,3,7,2
B,2023-03-07,3,58,19,2023,3,7,2
B,2023-03-07,4,43,7,2023,3,7,2
B,2023-03-08,1,14,3,2023,3,8,3
B,2023-03-08,2,46,8,2023,3,8,3
B,2023-03-08,3,43,7,2023,3,8,3
B,2023-03-08,4,52,6,2023,3,8,3
B,2023-03-09,1,19,3,2023,3,9,4
B,2023-03-09,2,34,6,2023,3,9,4
B,2023-03-09,3,63,18,2023,3,9,4
B,2023-03-09,4,57,16,2023,3,9,4
B,2023-03-10,1,15,2,2023,3,10,5
B,2023-03-10,2,34,6,2023,3,10,5
B,2023-03-10,3,60,19,2023,3,10,5
B,2023-03-10,4,66,16,2023,3,10,5
B,2023-03-11,1,18,4,2023,3,11,6
B,2023-03-11,2,20,6,2023,3,11,6
B,2023-03-11,3,47,13,2023,3,11,6
B,2023-03-11,4,27,5,2023,3,11,6
B,2023-03-12,1,14,5,2023,3,12,7
B,2023-03-12,2,31,11,2023,3,12,7
B,2023-03-12,3,58,11,2023,3,12,7
B,2023-03-12,4,50,16,2023,3,12,7
B,2023-03-13,1,17,4,2023,3,13,1
B,2023-03-13,2,52,15,2023,3,13,1
B,2023-03-13,3,63,9,2023,3,13,1
B,2023-03-13,4,58,10,2023,3,13,1
B,2023-03-14,1,22,6,2023,3,14,2
B,2023-03-14,2,41,7,2023,3,14,2
B,2023-03-14,3,50,14,2023,3,14,2
B,2023-03-14,4,51,14,2023,3,14,2
B,2023-03-15,1,17,6,2023,3,15,3
