Site,Date,Hour,ED Enc,ED Enc Admitted
B,2022-04-04,4,70,18
B,2022-04-05,1,18,6
B,2022-04-05,2,41,9
B,2022-04-05,3,50,11
B,2022-04-05,4,47,13
B,2022-04-06,1,18,5
B,2022-04-06,2,46,11
B,2022-04-06,3,39,14
B,2022-04-06,4,44,8
B,2022-04-07,1,20,4
B,2022-04-07,2,34,9
B,2022-04-07,3,51,14
B,2022-04-07,4,46,14
B,2022-04-08,1,17,6
B,2022-04-08,2,41,9
B,2022-04-08,3,50,16
B,2022-04-08,4,42,6
B,2022-04-09,1,19,4
B,2022-04-09,2,39,8
B,2022-04-09,3,38,7
B,2022-04-09,4,54,14
B,2022-04-10,1,18,5
B,2022-04-10,2,26,5
B,2022-04-10,3,60,15
B,2022-04-10,4,47,9
B,2022-04-11,1,22,7
B,2022-04-11,2,47,14
B,2022-04-11,3,58,26
B,2022-04-11,4,53,14
B,2022-04-12,1,17,1
B,2022-04-12,2,32,7
B,2022-04-12,3,53,8
B,2022-04-12,4,46,13
B,2022-04-13,1,14,2
B,2022-04-13,2,24,9
B,2022-04-13,3,46,12
B,2022-04-13,4,45,13
B,2022-04-14,1,20,5
B,2022-04-14,2,29,9
B,2022-04-14,3,48,21
B,2022-04-14,4,47,10
B,2022-04-15,1,21,8
B,2022-04-15,2,30,11
B,2022-04-15,3,56,20
B,2022-04-15,4,36,9
B,2022-04-16,1,18,6
B,2022-04-16,2,37,9
B,2022-04-16,3,48,18
B,2022-04-16,4,47,8
B,2022-04-17,1,25,10
B,2022-04-17,2,45,12
B,2022-04-17,3,51,23
B,2022-04-17,4,43,14
B,2022-04-18,1,14,4
B,2022-04-18,2,38,14
B,2022-04-18,3,48,8
B,2022-04-18,4,55,20
B,2022-04-19,1,21,5
B,2022-04-19,2,42,12
B,2022-04-19,3,60,20
B,2022-04-19,4,63,14
B,2022-04-20,1,22,4
B,2022-04-20,2,39,12
B,2022-04-20,3,56,13
B,2022-04-20,4,52,9
B,2022-04-21,1,19,7
B,2022-04-21,2,47,16
B,2022-04-21,3,60,21
B,2022-04-21,4,61,9
B,2022-04-22,1,16,5
B,2022-04-22,2,31,14
B,2022-04-22,3,50,20
B,2022-04-22,4,53,9
B,2022-04-23,1,26,7
B,2022-04-23,2,31,6
B,2022-04-23,3,62,11
B,2022-04-23,4,56,11
B,2022-04-24,1,25,5
B,2022-04-24,2,41,14
B,2022-04-24,3,43,10
B,2022-04-24,4,41,8
B,2022-04-25,1,26,9
B,2022-04-25,2,34,14
B,2022-04-25,3,70,16
B,2022-04-25,4,51,6
B,2022-04-26,1,21,4
B,2022-04-26,2,48,17
B,2022-04-26,3,43,16
B,2022-04-26,4,47,10
B,2022-04-27,1,17,3
B,2022-04-27,2,36,11
B,2022-04-27,3,58,21
B,2022-04-27,4,50,8
B,2022-04-28,1,25,5
B,2022-04-28,2,38,17
B,2022-04-28,3,52,14
B,2022-04-28,4,47,6
B,2022-04-29,1,26,3
B,2022-04-29,2,45,15
B,2022-04-29,3,54,16
B,2022-04-29,4,53,7
B,2022-04-30,1,25,2
B,2022-04-30,2,34,11
B,2022-04-30,3,48,15
B,2022-04-30,4,48,8
B,2022-05-01,1,29,7
B,2022-05-01,2,40,13
B,2022-05-01,3,50,14
B,2022-05-01,4,62,9
B,2022-05-02,1,25,4
B,2022-05-02,2,42,16
B,2022-05-02,3,61,17
B,2022-05-02,4,52,9
B,2022-05-03,1,18,3
B,2022-05-03,2,36,8
B,2022-05-03,3,87,31
B,2022-05-03,4,49,14
B,2022-05-04,1,18,2
B,2022-05-04,2,36,11
B,2022-05-04,3,60,20
B,2022-05-04,4,66,15
B,2022-05-05,1,15,2
B,2022-05-05,2,38,11
B,2022-05-05,3,59,17
B,2022-05-05,4,64,8
B,2022-05-06,1,16,2
B,2022-05-06,2,31,6
B,2022-05-06,3,38,14
B,2022-05-06,4,72,17
B,2022-05-07,1,23,7
B,2022-05-07,2,40,11
B,2022-05-07,3,46,7
B,2022-05-07,4,57,14
B,2022-05-08,1,39,9
B,2022-05-08,2,32,8
B,2022-05-08,3,53,12
B,2022-05-08,4,53,11
B,2022-05-09,1,22,2
B,2022-05-09,2,46,15
B,2022-05-09,3,76,18
B,2022-05-09,4,53,10
B,2022-05-10,1,19,5
B,2022-05-10,2,28,11
B,2022-05-10,3,61,14
B,2022-05-10,4,54,11
B,2022-05-11,1,19,5
B,2022-05-11,2,39,5
B,2022-05-11,3,51,16
B,2022-05-11,4,47,8
B,2022-05-12,1,19,7
B,2022-05-12,2,40,13
B,2022-05-12,3,46,14
B,2022-05-12,4,36,7
B,2022-05-13,1,22,7
B,2022-05-13,2,32,7
B,2022-05-13,3,58,16
B,2022-05-13,4,54,8
B,2022-05-14,1,18,6
B,2022-05-14,2,25,5
B,2022-05-14,3,61,21
B,2022-05-14,4,70,12
B,2022-05-15,1,24,7
B,2022-05-15,2,42,13
B,2022-05-15,3,66,22
B,2022-05-15,4,62,6
B,2022-05-16,1,15,1
B,2022-05-16,2,45,18
B,2022-05-16,3,68,16
B,2022-05-16,4,59,14
B,2022-05-17,1,23,8
B,2022-05-17,2,40,7
B,2022-05-17,3,54,15
B,2022-05-17,4,49,9
B,2022-05-18,1,21,2
B,2022-05-18,2,36,13
B,2022-05-18,3,57,20
B,2022-05-18,4,68,19
B,2022-05-19,1,14,3
B,2022-05-19,2,41,10
B,2022-05-19,3,64,18
B,2022-05-19,4,51,10
B,2022-05-20,1,27,5
B,2022-05-20,2,35,9
B,2022-05-20,3,50,14
B,2022-05-20,4,38,15
B,2022-05-21,1,24,7
B,2022-05-21,2,30,8
B,2022-05-21,3,53,12
B,2022-05-21,4,68,8
B,2022-05-22,1,31,8
B,2022-05-22,2,35,10
B,2022-05-22,3,44,11
B,2022-05-22,4,66,19
B,2022-05-23,1,13,3
B,2022-05-23,2,47,12
B,2022-05-23,3,59,20
B,2022-05-23,4,61,11
B,2022-05-24,1,14,4
B,2022-05-24,2,38,8
B,2022-05-24,3,63,21
B,2022-05-24,4,57,7
B,2022-05-25,1,24,6
B,2022-05-25,2,34,8
B,2022-05-25,3,44,13
B,2022-05-25,4,63,13
B,2022-05-26,1,18,5
B,2022-05-26,2,33,8
B,2022-05-26,3,58,14
B,2022-05-26,4,76,19
B,2022-05-27,1,29,5
B,2022-05-27,2,35,8
B,2022-05-27,3,59,26
B,2022-05-27,4,51,11
B,2022-05-28,1,21,6
B,2022-05-28,2,29,11
B,2022-05-28,3,66,24
B,2022-05-28,4,60,14
B,2022-05-29,1,34,13
B,2022-05-29,2,45,14
B,2022-05-29,3,65,12
B,2022-05-29,4,58,13
B,2022-05-30,1,21,7
B,2022-05-30,2,36,12
B,2022-05-30,3,65,17
B,2022-05-30,4,59,10
B,2022-05-31,1,27,7
B,2022-05-31,2,47,14
B,2022-05-31,3,59,17
B,2022-05-31,4,63,14
B,2022-06-01,1,20,5
B,2022-06-01,2,33,10
B,2022-06-01,3,46,18
B,2022-06-01,4,55,12
B,2022-06-02,1,27,8
B,2022-06-02,2,26,8
B,2022-06-02,3,54,14
B,2022-06-02,4,49,11
B,2022-06-03,1,16,5
B,2022-06-03,2,31,9
B,2022-06-03,3,46,16
B,2022-06-03,4,50,10
B,2022-06-04,1,20,7
B,2022-06-04,2,36,10
B,2022-06-04,3,53,17
B,2022-06-04,4,58,5
B,2022-06-05,1,23,10
B,2022-06-05,2,27,4
B,2022-06-05,3,61,18
B,2022-06-05,4,62,14
B,2022-06-06,1,24,4
B,2022-06-06,2,35,6
B,2022-06-06,3,68,13
B,2022-06-06,4,58,16
B,2022-06-07,1,17,2
B,2022-06-07,2,31,15
B,2022-06-07,3,40,11
B,2022-06-07,4,69,17
B,2022-06-08,1,22,9
B,2022-06-08,2,45,11
B,2022-06-08,3,51,16
B,2022-06-08,4,59,14
B,2022-06-09,1,17,0
B,2022-06-09,2,24,6
B,2022-06-09,3,49,16
B,2022-06-09,4,58,13
B,2022-06-10,1,28,9
B,2022-06-10,2,39,11
B,2022-06-10,3,51,15
B,2022-06-10,4,55,14
B,2022-06-11,1,33,8
B,2022-06-11,2,30,10
B,2022-06-11,3,54,15
B,2022-06-11,4,52,10
B,2022-06-12,1,25,9
B,2022-06-12,2,46,7
B,2022-06-12,3,47,12
B,2022-06-12,4,68,16
B,2022-06-13,1,20,3
B,2022-06-13,2,46,14
B,2022-06-13,3,59,12
B,2022-06-13,4,59,10
B,2022-06-14,1,18,5
B,2022-06-14,2,43,12
B,2022-06-14,3,63,21
B,2022-06-14,4,66,18
B,2022-06-15,1,19,5
B,2022-06-15,2,36,12
B,2022-06-15,3,66,25
B,2022-06-15,4,63,13
B,2022-06-16,1,21,2
B,2022-06-16,2,31,2
B,2022-06-16,3,46,15
B,2022-06-16,4,50,6
B,2022-06-17,1,20,4
B,2022-06-17,2,32,13
B,2022-06-17,3,50,13
B,2022-06-17,4,49,8
B,2022-06-18,1,30,6
B,2022-06-18,2,36,6
B,2022-06-18,3,46,13
B,2022-06-18,4,62,13
B,2022-06-19,1,22,7
B,2022-06-19,2,35,8
B,2022-06-19,3,57,14
B,2022-06-19,4,69,14
B,2022-06-20,1,27,11
B,2022-06-20,2,47,14
B,2022-06-20,3,61,12
B,2022-06-20,4,54,11
B,2022-06-21,1,12,5
B,2022-06-21,2,32,8
B,2022-06-21,3,60,21
B,2022-06-21,4,60,11
B,2022-06-22,1,16,5
B,2022-06-22,2,35,7
B,2022-06-22,3,44,9
B,2022-06-22,4,68,18
B,2022-06-23,1,20,4
B,2022-06-23,2,31,6
B,2022-06-23,3,48,13
B,2022-06-23,4,44,14
B,2022-06-24,1,28,7
B,2022-06-24,2,31,11
B,2022-06-24,3,57,16
B,2022-06-24,4,49,14
B,2022-06-25,1,26,7
B,2022-06-25,2,33,10
B,2022-06-25,3,52,13
B,2022-06-25,4,62,13
B,2022-06-26,1,24,1
B,2022-06-26,2,30,12
B,2022-06-26,3,59,14
B,2022-06-26,4,55,8
B,2022-06-27,1,25,5
B,2022-06-27,2,45,13
B,2022-06-27,3,70,24
B,2022-06-27,4,73,18
B,2022-06-28,1,18,8
B,2022-06-28,2,32,11
B,2022-06-28,3,54,21
B,2022-06-28,4,42,4
B,2022-06-29,1,20,3
B,2022-06-29,2,36,6
B,2022-06-29,3,56,15
B,2022-06-29,4,58,15
B,2022-06-30,1,21,6
B,2022-06-30,2,33,14
B,2022-06-30,3,49,17
B,2022-06-30,4,57,14
B,2022-07-01,1,25,7
B,2022-07-01,2,32,11
B,2022-07-01,3,37,14
B,2022-07-01,4,61,15
B,2022-07-02,1,16,4
B,2022-07-02,2,30,8
B,2022-07-02,3,56,21
B,2022-07-02,4,59,16
B,2022-07-03,1,34,4
B,2022-07-03,2,41,7
B,2022-07-03,3,57,19
B,2022-07-03,4,52,8
B,2022-07-04,1,19,6
B,2022-07-04,2,33,10
B,2022-07-04,3,64,21
B,2022-07-04,4,58,14
B,2022-07-05,1,28,5
B,2022-07-05,2,43,18
B,2022-07-05,3,48,15
B,2022-07-05,4,53,15
B,2022-07-06,1,20,5
B,2022-07-06,2,36,10
B,2022-07-06,3,57,18
B,2022-07-06,4,62,10
B,2022-07-07,1,24,3
B,2022-07-07,2,44,14
B,2022-07-07,3,59,20
B,2022-07-07,4,53,11
B,2022-07-08,1,24,9
B,2022-07-08,2,52,17
B,2022-07-08,3,49,15
B,2022-07-08,4,54,9
B,2022-07-09,1,28,13
B,2022-07-09,2,29,9
B,2022-07-09,3,65,9
B,2022-07-09,4,54,14
B,2022-07-10,1,29,5
B,2022-07-10,2,33,5
B,2022-07-10,3,63,10
B,2022-07-10,4,71,14
B,2022-07-11,1,29,9
B,2022-07-11,2,35,13
B,2022-07-11,3,57,18
B,2022-07-11,4,50,11
B,2022-07-12,1,28,4
B,2022-07-12,2,42,14
B,2022-07-12,3,50,18
B,2022-07-12,4,61,11
B,2022-07-13,1,13,4
B,2022-07-13,2,41,10
B,2022-07-13,3,49,14
B,2022-07-13,4,65,13
B,2022-07-14,1,19,10
B,2022-07-14,2,44,13
B,2022-07-14,3,48,16
B,2022-07-14,4,50,14
B,2022-07-15,1,19,5
B,2022-07-15,2,37,9
B,2022-07-15,3,56,14
B,2022-07-15,4,56,18
B,2022-07-16,1,26,6
B,2022-07-16,2,38,10
B,2022-07-16,3,61,15
B,2022-07-16,4,57,9
B,2022-07-17,1,30,9
B,2022-07-17,2,42,14
B,2022-07-17,3,78,15
B,2022-07-17,4,67,14
B,2022-07-18,1,28,8
B,2022-07-18,2,40,10
B,2022-07-18,3,66,21
B,2022-07-18,4,49,13
B,2022-07-19,1,21,5
B,2022-07-19,2,36,9
B,2022-07-19,3,52,13
B,2022-07-19,4,52,16
B,2022-07-20,1,23,4
B,2022-07-20,2,49,13
B,2022-07-20,3,57,17
B,2022-07-20,4,53,6
B,2022-07-21,1,26,5
B,2022-07-21,2,30,4
B,2022-07-21,3,64,25
B,2022-07-21,4,59,9
B,2022-07-22,1,21,8
B,2022-07-22,2,41,8
B,2022-07-22,3,43,15
B,2022-07-22,4,63,18
B,2022-07-23,1,25,4
B,2022-07-23,2,35,12
B,2022-07-23,3,58,13
B,2022-07-23,4,69,20
B,2022-07-24,1,26,6
B,2022-07-24,2,35,8
B,2022-07-24,3,70,20
B,2022-07-24,4,56,17
B,2022-07-25,1,22,2
B,2022-07-25,2,34,4
B,2022-07-25,3,51,12
B,2022-07-25,4,73,14
B,2022-07-26,1,16,6
B,2022-07-26,2,40,13
B,2022-07-26,3,58,14
B,2022-07-26,4,54,17
B,2022-07-27,1,20,8
B,2022-07-27,2,29,10
B,2022-07-27,3,51,20
B,2022-07-27,4,66,16
B,2022-07-28,1,25,5
B,2022-07-28,2,46,13
B,2022-07-28,3,40,16
B,2022-07-28,4,42,8
B,2022-07-29,1,26,6
B,2022-07-29,2,22,9
B,2022-07-29,3,56,17
B,2022-07-29,4,57,12
B,2022-07-30,1,19,5
B,2022-07-30,2,41,15
B,2022-07-30,3,56,10
B,2022-07-30,4,70,13
B,2022-07-31,1,31,4
B,2022-07-31,2,31,3
B,2022-07-31,3,64,14
B,2022-07-31,4,71,10
B,2022-08-01,1,22,5
B,2022-08-01,2,46,16
B,2022-08-01,3,57,12
B,2022-08-01,4,64,17
B,2022-08-02,1,21,6
B,2022-08-02,2,32,10
B,2022-08-02,3,46,20
B,2022-08-02,4,60,12
B,2022-08-03,1,19,6
B,2022-08-03,2,28,7
B,2022-08-03,3,50,14
B,2022-08-03,4,51,12
B,2022-08-04,1,25,10
B,2022-08-04,2,38,9
B,2022-08-04,3,63,18
B,2022-08-04,4,49,11
B,2022-08-05,1,25,4
B,2022-08-05,2,40,12
B,2022-08-05,3,53,22
B,2022-08-05,4,52,13
B,2022-08-06,1,13,3
B,2022-08-06,2,44,14
B,2022-08-06,3,44,8
B,2022-08-06,4,66,14
B,2022-08-07,1,16,5
B,2022-08-07,2,37,8
B,2022-08-07,3,64,23
B,2022-08-07,4,53,13
B,2022-08-08,1,17,2
B,2022-08-08,2,45,13
B,2022-08-08,3,54,17
B,2022-08-08,4,57,15
B,2022-08-09,1,18,5
B,2022-08-09,2,39,10
B,2022-08-09,3,62,13
B,2022-08-09,4,57,20
B,2022-08-10,1,24,3
B,2022-08-10,2,28,5
B,2022-08-10,3,49,18
B,2022-08-10,4,46,12
B,2022-08-11,1,23,3
B,2022-08-11,2,28,9
B,2022-08-11,3,50,18
B,2022-08-11,4,55,12
B,2022-08-12,1,19,5
B,2022-08-12,2,37,9
B,2022-08-12,3,46,14
B,2022-08-12,4,53,10
B,2022-08-13,1,28,6
B,2022-08-13,2,39,9
B,2022-08-13,3,57,12
B,2022-08-13,4,68,17
B,2022-08-14,1,23,10
B,2022-08-14,2,36,8
B,2022-08-14,3,55,10
B,2022-08-14,4,61,14
B,2022-08-15,1,21,9
B,2022-08-15,2,47,9
B,2022-08-15,3,60,16
B,2022-08-15,4,54,14
B,2022-08-16,1,19,4
B,2022-08-16,2,39,6
B,2022-08-16,3,53,11
B,2022-08-16,4,59,8
B,2022-08-17,1,19,3
B,2022-08-17,2,36,12
B,2022-08-17,3,60,19
B,2022-08-17,4,59,9
B,2022-08-18,1,20,7
B,2022-08-18,2,44,11
B,2022-08-18,3,59,23
B,2022-08-18,4,52,13
B,2022-08-19,1,20,7
B,2022-08-19,2,44,15
B,2022-08-19,3,56,15
B,2022-08-19,4,59,7
B,2022-08-20,1,21,5
B,2022-08-20,2,35,6
B,2022-08-20,3,57,17
B,2022-08-20,4,75,18
B,2022-08-21,1,22,5
B,2022-08-21,2,44,6
B,2022-08-21,3,57,16
B,2022-08-21,4,61,6
B,2022-08-22,1,16,7
B,2022-08-22,2,44,13
B,2022-08-22,3,60,13
B,2022-08-22,4,67,9
B,2022-08-23,1,28,5
B,2022-08-23,2,34,5
B,2022-08-23,3,50,11
B,2022-08-23,4,62,14
B,2022-08-24,1,15,6
B,2022-08-24,2,36,2
B,2022-08-24,3,51,8
B,2022-08-24,4,56,13
B,2022-08-25,1,20,3
B,2022-08-25,2,40,8
B,2022-08-25,3,50,20
B,2022-08-25,4,53,18
B,2022-08-26,1,17,3
B,2022-08-26,2,43,11
B,2022-08-26,3,52,13
B,2022-08-26,4,52,11
B,2022-08-27,1,25,10
B,2022-08-27,2,30,9
B,2022-08-27,3,61,12
B,2022-08-27,4,66,13
B,2022-08-28,1,30,7
B,2022-08-28,2,43,14
B,2022-08-28,3,62,7
B,2022-08-28,4,61,15
B,2022-08-29,1,28,9
B,2022-08-29,2,50,17
B,2022-08-29,3,54,19
B,2022-08-29,4,72,19
B,2022-08-30,1,26,7
B,2022-08-30,2,52,14
B,2022-08-30,3,44,16
B,2022-08-30,4,65,13
B,2022-08-31,1,16,3
B,2022-08-31,2,40,10
B,2022-08-31,3,52,16
B,2022-08-31,4,70,11
B,2022-09-01,1,26,5
B,2022-09-01,2,34,11
B,2022-09-01,3,64,18
B,2022-09-01,4,60,11
B,2022-09-02,1,32,9
B,2022-09-02,2,41,7
B,2022-09-02,3,54,18
B,2022-09-02,4,59,11
B,2022-09-03,1,20,4
B,2022-09-03,2,36,11
B,2022-09-03,3,47,6
B,2022-09-03,4,67,12
B,2022-09-04,1,20,3
B,2022-09-04,2,45,12
B,2022-09-04,3,64,8
B,2022-09-04,4,73,14
B,2022-09-05,1,27,8
B,2022-09-05,2,41,12
B,2022-09-05,3,70,13
B,2022-09-05,4,67,15
B,2022-09-06,1,20,4
B,2022-09-06,2,50,15
B,2022-09-06,3,51,12
B,2022-09-06,4,64,20
B,2022-09-07,1,26,4
B,2022-09-07,2,57,18
B,2022-09-07,3,59,19
B,2022-09-07,4,60,12
B,2022-09-08,1,29,8
B,2022-09-08,2,37,15
B,2022-09-08,3,59,13
B,2022-09-08,4,61,11
B,2022-09-09,1,13,4
B,2022-09-09,2,42,11
B,2022-09-09,3,62,16
B,2022-09-09,4,53,17
B,2022-09-10,1,18,3
B,2022-09-10,2,53,12
B,2022-09-10,3,61,8
B,2022-09-10,4,66,12
B,2022-09-11,1,25,7
B,2022-09-11,2,29,8
B,2022-09-11,3,60,13
B,2022-09-11,4,67,14
B,2022-09-12,1,23,5
B,2022-09-12,2,59,13
B,2022-09-12,3,74,17
B,2022-09-12,4,64,11
B,2022-09-13,1,20,7
B,2022-09-13,2,45,7
B,2022-09-13,3,48,16
B,2022-09-13,4,51,6
B,2022-09-14,1,31,12
B,2022-09-14,2,48,10
B,2022-09-14,3,41,10
B,2022-09-14,4,67,15
B,2022-09-15,1,28,5
B,2022-09-15,2,42,12
B,2022-09-15,3,58,20
B,2022-09-15,4,69,23
B,2022-09-16,1,23,4
B,2022-09-16,2,34,10
B,2022-09-16,3,58,21
B,2022-09-16,4,57,9
B,2022-09-17,1,34,10
B,2022-09-17,2,39,17
B,2022-09-17,3,75,15
B,2022-09-17,4,59,11
B,2022-09-18,1,29,7
B,2022-09-18,2,31,8
B,2022-09-18,3,48,10
B,2022-09-18,4,54,6
B,2022-09-19,1,22,4
B,2022-09-19,2,43,14
B,2022-09-19,3,66,20
B,2022-09-19,4,58,9
B,2022-09-20,1,26,9
B,2022-09-20,2,34,9
B,2022-09-20,3,68,25
B,2022-09-20,4,70,12
B,2022-09-21,1,18,1
B,2022-09-21,2,38,9
B,2022-09-21,3,55,20
B,2022-09-21,4,60,10
B,2022-09-22,1,23,7
B,2022-09-22,2,51,13
B,2022-09-22,3,49,14
B,2022-09-22,4,50,7
B,2022-09-23,1,26,6
B,2022-09-23,2,35,9
B,2022-09-23,3,55,20
B,2022-09-23,4,60,11
B,2022-09-24,1,30,2
B,2022-09-24,2,33,8
B,2022-09-24,3,48,16
B,2022-09-24,4,66,13
B,2022-09-25,1,28,7
B,2022-09-25,2,42,7
B,2022-09-25,3,64,16
B,2022-09-25,4,70,10
B,2022-09-26,1,21,8
B,2022-09-26,2,31,9
B,2022-09-26,3,65,17
B,2022-09-26,4,59,15
B,2022-09-27,1,18,3
B,2022-09-27,2,35,5
B,2022-09-27,3,55,22
B,2022-09-27,4,49,6
B,2022-09-28,1,20,5
B,2022-09-28,2,27,6
B,2022-09-28,3,53,15
B,2022-09-28,4,59,9
B,2022-09-29,1,24,12
B,2022-09-29,2,40,15
B,2022-09-29,3,57,15
B,2022-09-29,4,64,16
B,2022-09-30,1,24,7
B,2022-09-30,2,46,15
B,2022-09-30,3,47,12
B,2022-09-30,4,59,13
B,2022-10-01,1,31,10
B,2022-10-01,2,27,7
B,2022-10-01,3,57,20
B,2022-10-01,4,66,15
B,2022-10-02,1,29,2
B,2022-10-02,2,32,7
B,2022-10-02,3,70,15
B,2022-10-02,4,69,9
B,2022-10-03,1,27,6
B,2022-10-03,2,47,16
B,2022-10-03,3,78,29
B,2022-10-03,4,55,9
B,2022-10-04,1,29,9
B,2022-10-04,2,36,7
B,2022-10-04,3,58,17
B,2022-10-04,4,57,11
B,2022-10-05,1,17,5
B,2022-10-05,2,36,10
B,2022-10-05,3,56,22
B,2022-10-05,4,58,9
B,2022-10-06,1,20,5
B,2022-10-06,2,41,12
B,2022-10-06,3,54,14
B,2022-10-06,4,48,11
B,2022-10-07,1,17,4
B,2022-10-07,2,41,10
B,2022-10-07,3,60,19
B,2022-10-07,4,49,13
B,2022-10-08,1,26,7
B,2022-10-08,2,35,9
B,2022-10-08,3,62,15
B,2022-10-08,4,57,12
B,2022-10-09,1,27,6
B,2022-10-09,2,43,8
B,2022-10-09,3,66,16
B,2022-10-09,4,62,14
B,2022-10-10,1,29,3
B,2022-10-10,2,32,7
B,2022-10-10,3,70,17
B,2022-10-10,4,56,11
B,2022-10-11,1,21,8
B,2022-10-11,2,40,9
B,2022-10-11,3,57,16
B,2022-10-11,4,71,16
B,2022-10-12,1,28,10
B,2022-10-12,2,54,12
B,2022-10-12,3,52,14
B,2022-10-12,4,55,13
B,2022-10-13,1,16,3
B,2022-10-13,2,34,5
B,2022-10-13,3,54,16
B,2022-10-13,4,71,12
B,2022-10-14,1,24,5
B,2022-10-14,2,35,13
B,2022-10-14,3,61,11
B,2022-10-14,4,50,12
B,2022-10-15,1,18,4
B,2022-10-15,2,44,7
B,2022-10-15,3,65,13
B,2022-10-15,4,58,12
B,2022-10-16,1,26,9
B,2022-10-16,2,37,7
B,2022-10-16,3,72,9
B,2022-10-16,4,70,16
B,2022-10-17,1,22,6
B,2022-10-17,2,35,7
B,2022-10-17,3,56,13
B,2022-10-17,4,71,14
B,2022-10-18,1,28,12
B,2022-10-18,2,37,10
B,2022-10-18,3,64,18
B,2022-10-18,4,63,13
B,2022-10-19,1,18,6
B,2022-10-19,2,46,15
B,2022-10-19,3,53,16
B,2022-10-19,4,64,16
B,2022-10-20,1,24,4
B,2022-10-20,2,34,4
B,2022-10-20,3,58,16
B,2022-10-20,4,58,10
B,2022-10-21,1,29,10
B,2022-10-21,2,48,15
B,2022-10-21,3,44,8
B,2022-10-21,4,64,6
B,2022-10-22,1,31,6
B,2022-10-22,2,33,10
B,2022-10-22,3,58,20
B,2022-10-22,4,72,15
B,2022-10-23,1,19,3
B,2022-10-23,2,44,14
B,2022-10-23,3,68,16
B,2022-10-23,4,68,15
B,2022-10-24,1,22,7
B,2022-10-24,2,46,12
B,2022-10-24,3,62,24
B,2022-10-24,4,65,15
B,2022-10-25,1,20,7
B,2022-10-25,2,52,16
B,2022-10-25,3,54,15
B,2022-10-25,4,71,16
B,2022-10-26,1,19,5
B,2022-10-26,2,47,18
B,2022-10-26,3,47,11
B,2022-10-26,4,60,15
B,2022-10-27,1,24,7
B,2022-10-27,2,47,13
B,2022-10-27,3,56,21
B,2022-10-27,4,53,9
B,2022-10-28,1,27,6
B,2022-10-28,2,45,9
B,2022-10-28,3,51,12
B,2022-10-28,4,60,15
B,2022-10-29,1,32,8
B,2022-10-29,2,46,15
B,2022-10-29,3,61,11
B,2022-10-29,4,70,11
B,2022-10-30,1,38,14
B,2022-10-30,2,40,9
B,2022-10-30,3,62,14
B,2022-10-30,4,73,13
B,2022-10-31,1,21,2
B,2022-10-31,2,44,13
B,2022-10-31,3,70,22
B,2022-10-31,4,52,11
B,2022-11-01,1,21,3
B,2022-11-01,2,57,13
B,2022-11-01,3,48,19
B,2022-11-01,4,69,12
B,2022-11-02,1,12,2
B,2022-11-02,2,40,13
B,2022-11-02,3,53,13
B,2022-11-02,4,59,5
B,2022-11-03,1,17,1
B,2022-11-03,2,42,14
B,2022-11-03,3,61,16
B,2022-11-03,4,58,9
B,2022-11-04,1,27,7
B,2022-11-04,2,49,17
B,2022-11-04,3,57,25
B,2022-11-04,4,51,10
B,2022-11-05,1,25,7
B,2022-11-05,2,35,14
B,2022-11-05,3,68,13
B,2022-11-05,4,57,16
B,2022-11-06,1,26,2
B,2022-11-06,2,50,9
B,2022-11-06,3,60,16
B,2022-11-06,4,68,14
B,2022-11-07,1,16,5
B,2022-11-07,2,42,11
B,2022-11-07,3,65,20
B,2022-11-07,4,50,14
B,2022-11-08,1,19,5
B,2022-11-08,2,52,15
B,2022-11-08,3,57,21
B,2022-11-08,4,54,18
B,2022-11-09,1,22,7
B,2022-11-09,2,39,8
B,2022-11-09,3,46,18
B,2022-11-09,4,48,7
B,2022-11-10,1,24,7
B,2022-11-10,2,41,15
B,2022-11-10,3,44,8
B,2022-11-10,4,49,5
B,2022-11-11,1,18,6
B,2022-11-11,2,35,8
B,2022-11-11,3,62,23
B,2022-11-11,4,49,19
B,2022-11-12,1,28,3
B,2022-11-12,2,41,13
B,2022-11-12,3,74,25
B,2022-11-12,4,56,14
B,2022-11-13,1,28,10
B,2022-11-13,2,54,10
B,2022-11-13,3,66,16
B,2022-11-13,4,60,13
B,2022-11-14,1,15,2
B,2022-11-14,2,45,6
B,2022-11-14,3,54,13
B,2022-11-14,4,56,16
B,2022-11-15,1,23,3
B,2022-11-15,2,48,12
B,2022-11-15,3,49,14
B,2022-11-15,4,40,8
B,2022-11-16,1,21,7
B,2022-11-16,2,46,11
B,2022-11-16,3,59,20
B,2022-11-16,4,46,14
B,2022-11-17,1,21,6
B,2022-11-17,2,32,9
B,2022-11-17,3,48,11
B,2022-11-17,4,76,14
B,2022-11-18,1,13,4
B,2022-11-18,2,43,11
B,2022-11-18,3,55,15
B,2022-11-18,4,62,14
B,2022-11-19,1,26,7
B,2022-11-19,2,34,7
B,2022-11-19,3,43,9
B,2022-11-19,4,57,12
B,2022-11-20,1,30,5
B,2022-11-20,2,30,3
B,2022-11-20,3,53,17
B,2022-11-20,4,58,8
B,2022-11-21,1,15,3
B,2022-11-21,2,45,10
B,2022-11-21,3,53,10
B,2022-11-21,4,51,8
B,2022-11-22,1,19,5
B,2022-11-22,2,45,13
B,2022-11-22,3,53,15
B,2022-11-22,4,58,9
B,2022-11-23,1,21,8
B,2022-11-23,2,29,7
