Year,Month,Weekday,Site,ED Enc,ED Enc Admitted
2025,8.0,4,B,170,32
2020,6.633333333333333,6,C,79,23
2021,1.4,3,B,138,45
2024,11.266666666666667,6,A,99,33
2024,10.433333333333334,1,C,106,31
2020,3.9333333333333336,7,A,106,24
2020,4.566666666666666,6,A,81,23
2018,4.0,7,B,143,34
2023,6.566666666666666,7,D,81,14
2021,7.966666666666667,5,C,96,30
2018,2.1,7,D,69,13
2021,9.2,2,D,68,8
2023,12.3,7,B,185,33
2019,1.3333333333333333,5,C,78,24
2020,8.966666666666667,7,A,110,36
2021,12.933333333333334,3,A,130,45
2018,6.133333333333334,2,B,147,41
2025,6.433333333333334,6,B,154,40
2020,12.333333333333334,5,D,60,15
2023,9.733333333333333,6,B,173,41
2019,2.5,6,D,64,12
2018,10.233333333333333,1,B,141,42
2018,10.5,2,D,66,15
2023,1.4666666666666668,7,D,79,13
2019,8.266666666666667,5,B,143,48
2021,11.066666666666666,3,B,185,43
2022,5.466666666666667,7,D,65,16
2024,9.333333333333334,3,D,78,14
2022,1.7333333333333334,7,C,108,29
2022,5.266666666666667,1,D,78,17
2025,3.4,4,B,159,51
2020,2.533333333333333,1,A,135,42
2024,4.6,5,D,67,17
2020,5.6,2,A,94,34
2025,7.4,7,A,120,42
2021,12.2,2,C,112,31
2023,8.766666666666666,4,C,82,25
2018,4.5,1,B,154,42
2018,1.7333333333333334,2,C,95,32
2018,3.3333333333333335,7,D,73,11
2019,12.266666666666667,1,D,75,11
2025,5.033333333333333,5,B,177,47
2018,6.433333333333334,4,B,150,48
2022,7.633333333333333,3,D,92,10
2018,9.266666666666667,7,B,189,48
2023,4.566666666666666,2,B,174,51
2025,3.3,1,B,176,54
2025,8.866666666666667,3,A,121,34
2019,4.8,4,B,146,34
2020,3.4333333333333336,6,B,143,38
2022,6.133333333333334,7,D,97,14
2023,6.633333333333333,2,A,119,47
2020,1.0333333333333334,4,A,135,43
2021,5.533333333333333,1,D,64,16
2020,3.8,3,D,49,6
2024,12.533333333333333,2,D,85,17
2022,10.866666666666667,4,A,145,36
2024,5.533333333333333,5,C,94,30
2020,6.2,7,C,92,27
2025,4.066666666666666,4,A,118,41
2021,6.366666666666666,6,A,127,41
2018,10.7,1,A,135,39
2023,3.5666666666666664,6,B,171,41
2019,6.233333333333333,6,C,73,17
2023,12.766666666666666,7,A,114,37
2024,3.6333333333333333,3,B,172,36
2025,2.2666666666666666,7,C,100,28
2023,4.033333333333333,7,B,188,42
2020,5.733333333333333,6,A,99,37
2024,1.1,4,A,120,43
2020,2.2666666666666666,7,C,109,28
2020,5.066666666666666,7,C,67,20
2022,6.133333333333334,7,A,124,39
2022,4.0,5,D,69,9
2018,11.533333333333333,6,B,145,33
2021,3.7666666666666666,3,A,94,22
2025,8.133333333333333,2,C,103,38
2025,8.766666666666666,7,B,205,39
2024,2.0,3,D,58,16
2021,3.9,7,D,62,11
2023,7.0,6,B,173,43
2021,2.3666666666666667,5,A,110,42
2018,1.8,4,A,116,38
2024,9.033333333333333,1,A,122,40
2023,7.933333333333334,6,C,110,32
2021,6.8,5,D,76,8
2024,9.766666666666666,2,D,76,14
2018,5.533333333333333,4,D,74,10
2020,6.366666666666666,5,C,70,20
2024,1.5333333333333332,3,B,170,41
2020,2.1666666666666665,4,D,71,12
2023,1.1333333333333333,4,D,69,8
2023,5.266666666666667,2,B,153,42
2025,4.633333333333333,7,A,125,47
2020,2.4,4,D,59,9
2022,13.0,6,B,176,46
2019,12.8,3,D,105,14
2022,8.633333333333333,6,A,125,42
2019,7.8,4,B,148,38
2020,12.633333333333333,7,D,40,9
2023,10.9,6,D,55,12
2023,1.2333333333333334,7,B,187,49
2021,10.033333333333333,6,A,149,45
2018,7.733333333333333,1,A,131,44
2022,3.7,2,A,109,36
2019,2.3333333333333335,1,B,160,43
2024,2.3666666666666667,1,B,199,53
2020,1.1666666666666667,1,C,125,34
2020,10.366666666666667,1,D,70,16
2019,12.133333333333333,4,C,77,19
2021,5.933333333333334,6,C,88,22
2024,9.7,7,C,106,21
2024,11.6,2,D,83,17
2023,6.3,6,A,121,34
2018,2.1666666666666665,2,C,87,27
2018,10.133333333333333,5,A,107,38
2019,3.4333333333333336,4,D,67,11
2018,4.266666666666667,1,B,159,41
2021,4.4,2,C,87,30
2025,2.1333333333333333,3,B,178,45
2024,12.2,6,C,107,31
2020,6.333333333333333,4,C,89,30
2024,6.2,5,B,170,53
2024,7.1,4,D,64,13
2021,10.033333333333333,6,B,177,46
2025,4.166666666666667,7,B,192,51
2022,8.266666666666667,2,B,176,48
2019,8.2,3,D,58,13
2020,1.9333333333333333,3,C,83,22
2023,9.7,5,A,117,39
2021,2.5666666666666664,4,C,81,23
2020,3.966666666666667,1,B,108,29
2019,8.633333333333333,2,A,115,26
2022,3.8,5,C,92,19
2018,11.9,3,B,166,37
2023,9.1,1,B,217,54
2021,6.566666666666666,5,C,90,18
2018,3.2333333333333334,4,D,61,15
2019,6.4,4,D,83,19
2022,11.133333333333333,6,A,135,37
2018,5.866666666666667,7,A,110,33
2019,6.066666666666666,1,C,112,39
2020,5.533333333333333,7,B,147,32
2019,8.866666666666667,2,A,103,32
2021,3.5666666666666664,4,C,85,24
2024,9.0,7,D,79,11
2021,10.933333333333334,5,A,130,39
2025,6.433333333333334,6,C,96,34
2018,7.533333333333333,2,B,159,34
2021,12.866666666666667,1,B,144,36
2021,8.266666666666667,1,D,106,14
2024,9.966666666666667,1,B,182,60
2022,7.066666666666666,7,D,93,15
2019,3.6333333333333333,3,C,86,27
2020,8.866666666666667,4,D,66,14
2019,8.633333333333333,2,D,64,14
2024,3.466666666666667,5,D,77,10
2020,2.0,5,B,150,48
2024,12.2,6,A,124,35
2021,11.933333333333334,1,A,149,52
2023,5.4,6,D,67,7
2019,4.066666666666666,3,B,138,26
2022,3.8,5,B,157,37
2022,4.533333333333333,7,B,164,59
2022,6.233333333333333,3,D,55,9
2023,12.233333333333333,5,A,120,44
2022,2.4,7,A,119,28
2022,9.733333333333333,5,B,176,46
2025,7.066666666666666,4,B,170,46
2021,8.266666666666667,1,A,146,52
2021,7.033333333333333,5,A,107,23
2021,8.333333333333334,3,B,180,50
2020,4.666666666666667,2,B,111,33
2019,8.433333333333334,3,C,101,29
2020,3.9333333333333336,7,C,64,16
2020,3.466666666666667,7,C,76,22
2019,6.7,6,A,105,35
2019,12.666666666666666,6,A,124,33
2020,12.333333333333334,5,A,100,23
2023,9.566666666666666,1,B,160,45
2019,5.666666666666667,2,A,124,31
2024,2.4,2,B,183,52
2021,6.9,1,C,93,39
2023,8.866666666666667,7,C,101,33
2021,3.533333333333333,3,D,62,11
2021,8.333333333333334,3,D,91,16
2023,11.3,5,C,102,34
2023,3.6,7,D,67,17
2024,1.8,4,D,78,11
2024,2.3333333333333335,7,D,65,13
2021,8.9,6,B,157,42
2024,12.133333333333333,4,B,167,38
2022,3.2666666666666666,3,C,84,23
2021,9.766666666666666,5,D,85,15
2023,12.4,3,A,126,37
2022,11.2,1,C,94,34
2021,4.766666666666667,6,C,80,31
2023,1.3333333333333333,3,A,129,49
2020,4.0,2,D,49,8
2018,5.733333333333333,3,B,137,35
2022,2.0,1,A,126,41
2021,6.333333333333333,5,A,140,44
2021,2.4333333333333336,7,C,84,24
2022,3.033333333333333,3,C,101,34
2021,4.533333333333333,6,A,113,39
2024,8.566666666666666,7,B,191,49
2022,2.8,5,D,69,10
2024,3.7333333333333334,6,C,97,26
2018,10.633333333333333,6,A,112,34
2019,5.566666666666666,6,C,91,28
2019,6.866666666666667,4,A,124,31
2022,10.733333333333333,7,A,121,37
2022,4.866666666666667,3,C,98,34
2018,3.1666666666666665,2,C,82,29
2019,1.7333333333333334,3,A,112,38
2019,3.533333333333333,7,C,95,23
2024,4.266666666666667,2,D,66,9
2021,1.9,4,D,63,11
2018,2.0,3,B,126,23
2018,4.233333333333333,7,B,166,32
2025,6.866666666666667,5,B,185,45
2019,1.6,6,D,67,12
2022,10.3,1,A,134,45
2018,3.6,1,D,79,17
2019,9.0,6,B,147,31
2022,11.366666666666667,6,B,199,55
2024,11.133333333333333,2,B,174,42
2023,4.533333333333333,1,C,85,34
2025,1.6333333333333333,1,C,99,32
2024,5.8,6,D,76,12
2025,8.5,6,C,95,24
2022,11.233333333333333,2,B,182,59
2020,12.033333333333333,3,A,121,36
2019,1.9,1,B,158,37
2018,4.466666666666667,7,C,86,30
2020,6.8,4,D,70,11
2022,3.066666666666667,4,A,98,29
2020,7.233333333333333,3,B,133,36
2023,4.966666666666667,7,B,197,33
2020,8.566666666666666,2,D,89,15
2022,8.7,1,D,78,16
2024,11.633333333333333,3,A,123,42
2020,12.8,5,A,94,31
2024,5.233333333333333,3,D,69,15
2025,2.033333333333333,7,A,131,37
2021,3.8666666666666667,6,A,117,41
2021,5.4,4,A,114,44
2023,12.033333333333333,6,B,194,53
2020,3.1,3,C,93,27
2023,5.133333333333334,5,A,116,34
2022,3.966666666666667,3,A,100,30
2024,3.3,7,D,69,11
2025,8.066666666666666,7,A,116,45
2022,2.3,4,A,117,39
2022,10.633333333333333,4,B,174,34
2018,9.4,4,C,67,16
2022,10.933333333333334,6,A,143,39
2022,12.933333333333334,4,D,81,17
2021,5.566666666666666,2,C,106,32
2023,9.066666666666666,7,C,107,40
2023,6.866666666666667,2,D,77,16
2024,9.533333333333333,2,C,116,34
2018,2.3666666666666667,1,A,141,55
2023,5.766666666666667,3,C,107,32
2020,1.1333333333333333,7,D,69,10
2021,6.733333333333333,3,C,101,30
2021,9.233333333333333,3,D,86,17
2021,12.466666666666667,3,C,105,27
2024,9.833333333333334,4,D,70,16
2019,6.0,5,B,155,41
2021,2.2,7,D,55,10
2018,7.966666666666667,1,A,125,39
2018,10.833333333333334,5,C,79,25
2022,3.4,7,C,87,28
2018,1.6333333333333333,6,B,195,40
2023,11.366666666666667,7,B,197,56
2018,6.4,3,C,120,35
2025,2.5,7,D,58,8
2024,4.933333333333334,1,B,205,56
2021,7.633333333333333,2,B,173,53
2019,2.1,1,D,62,16
2024,6.9,5,C,102,32
2022,4.366666666666666,2,B,148,29
2023,1.6666666666666665,6,C,89,31
2023,3.9333333333333336,3,C,108,36
2020,8.866666666666667,4,B,151,36
2025,6.233333333333333,7,A,111,36
2023,5.766666666666667,3,A,124,45
2021,8.566666666666666,3,D,86,11
2022,11.0,1,D,75,6
2024,12.366666666666667,4,D,67,11
2019,11.6,2,D,59,8
2021,11.9,7,B,180,43
2018,6.4,3,A,135,41
2023,6.333333333333333,7,C,103,33
2021,7.766666666666667,6,D,82,13
2024,1.1333333333333333,5,A,143,39
2025,8.933333333333334,5,A,133,54
2018,9.066666666666666,1,B,207,37
2023,10.166666666666666,5,C,107,35
2022,5.233333333333333,7,D,71,15
2018,1.8333333333333335,5,D,83,12
2021,8.066666666666666,2,B,186,42
2020,7.7,3,B,165,40
2022,8.566666666666666,4,B,175,54
2022,7.9,4,C,83,28
2022,11.133333333333333,6,D,80,13
2022,3.8666666666666667,7,C,79,25
2023,8.666666666666666,1,C,131,38
2023,6.9,3,D,70,11
2020,7.933333333333334,3,A,115,40
2024,9.0,7,B,185,60
2022,8.533333333333333,3,A,108,43
2023,11.466666666666667,3,B,186,35
2020,3.466666666666667,7,B,165,29
2024,2.8333333333333335,1,B,195,53
2023,1.4,5,C,103,41
2023,8.233333333333333,2,C,131,34
2021,2.0,1,B,147,49
2022,13.0,6,D,79,8
2021,5.3,1,D,71,13
2020,11.633333333333333,5,C,65,25
2022,3.1333333333333333,6,C,95,28
2018,10.933333333333334,1,A,137,40
2024,1.2,7,D,59,13
2025,8.033333333333333,6,D,74,7
2018,3.533333333333333,6,C,109,30
2022,8.533333333333333,3,C,97,35
2022,9.466666666666667,4,D,75,12
2025,4.033333333333333,3,C,100,32
2022,9.133333333333333,1,B,205,48
2022,4.433333333333334,4,D,67,13
2022,2.8333333333333335,6,C,95,24
2020,6.733333333333333,2,A,126,46
2021,4.566666666666666,7,D,78,15
2019,2.0,5,A,130,37
2024,8.233333333333333,4,D,65,9
2021,6.033333333333333,3,A,142,49
2021,8.7,7,A,130,32
2021,12.666666666666666,2,A,130,38
2023,9.433333333333334,4,A,125,37
2021,2.0,1,C,93,32
2021,11.6,5,C,108,30
2019,5.266666666666667,4,D,67,18
2021,5.033333333333333,7,B,186,37
2022,12.1,7,C,107,33
2021,11.2,7,A,138,50
2022,6.1,6,C,102,25
2022,5.833333333333333,4,D,62,8
2025,7.233333333333333,2,D,82,9
2024,3.6333333333333333,3,A,123,42
2021,11.266666666666667,2,C,105,26
2018,7.166666666666667,5,C,96,32
2021,2.6666666666666665,7,D,78,13
2021,13.0,5,A,128,25
2018,9.766666666666666,1,B,157,33
2020,6.0,7,A,102,38
2024,4.233333333333333,1,C,116,35
2018,7.433333333333334,6,A,109,37
2022,6.1,6,B,167,39
2023,8.466666666666667,2,A,130,45
2020,2.3666666666666667,3,D,67,12
2020,2.8666666666666667,4,B,140,40
2019,4.566666666666666,4,B,142,32
2024,12.433333333333334,6,A,113,46
2023,10.733333333333333,1,D,69,10
2025,7.266666666666667,3,A,138,34
2024,1.8,4,C,108,46
2025,3.2333333333333334,6,C,104,41
2020,8.533333333333333,1,A,117,34
2022,4.066666666666666,7,B,145,29
2024,8.4,2,A,150,44
2021,12.6,7,A,108,27
2024,1.7666666666666666,3,B,189,50
2020,8.2,5,C,85,26
2021,8.8,3,D,77,10
2025,5.666666666666667,3,C,103,40
2021,9.7,3,A,137,48
2023,4.133333333333334,3,C,91,26
2018,1.9,7,D,77,10
2024,1.0333333333333334,2,D,81,14
2025,7.533333333333333,4,D,72,16
2022,7.3,7,A,129,28
2021,3.6333333333333333,6,A,99,26
2022,11.6,6,A,115,45
2023,2.8,6,C,93,18
2018,1.8,4,D,78,15
2019,10.9,1,C,96,26
2020,7.266666666666667,4,C,97,27
2024,7.766666666666667,3,A,104,37
2023,4.733333333333333,7,A,124,31
2022,10.333333333333334,2,C,105,34
2022,8.866666666666667,6,A,122,42
2021,8.966666666666667,1,C,108,34
2024,11.533333333333333,7,D,61,16
2018,3.1666666666666665,2,A,118,39
2022,2.0,2,B,128,34
2023,10.8,3,D,72,10
2025,5.633333333333333,2,A,127,52
2021,3.3,3,D,66,16
2019,9.566666666666666,3,A,114,34
2024,2.1333333333333333,1,A,125,39
2022,9.0,4,B,184,45
2025,6.666666666666667,6,A,113,40
2019,6.1,2,A,108,38
2025,2.3666666666666667,3,C,94,32
2018,11.466666666666667,4,D,70,15
2022,9.766666666666666,6,A,111,32
2019,4.5,2,A,128,40
2023,3.0,3,D,71,9
2023,7.466666666666667,6,D,72,11
2020,8.533333333333333,1,C,86,26
2022,9.066666666666666,6,A,120,36
2020,6.166666666666667,6,B,138,37
2022,1.3,1,B,173,49
2023,3.8666666666666667,1,B,190,53
2021,12.366666666666667,7,D,64,13
2023,7.3,1,D,67,14
2018,9.7,6,B,162,29
2022,3.3333333333333335,5,C,82,36
2018,6.166666666666667,3,A,104,34
2018,10.033333333333333,2,B,153,39
2022,12.5,5,A,103,40
2021,9.033333333333333,4,B,145,39
2018,1.5,2,A,120,36
2023,12.2,4,C,100,41
2024,5.833333333333333,7,C,105,31
2020,6.833333333333333,5,C,90,27
2023,4.733333333333333,7,C,114,34
2018,8.333333333333334,6,D,77,9
2019,2.0,4,D,64,9
2020,8.066666666666666,1,C,104,29
2018,1.7,1,C,90,23
2024,9.866666666666667,5,A,132,52
2024,6.3,1,A,139,46
2021,2.6666666666666665,7,A,112,36
2019,2.6333333333333333,3,C,80,11
2024,12.033333333333333,1,C,95,27
2019,10.533333333333333,4,B,160,36
2018,2.6666666666666665,3,D,75,8
2018,10.6,5,A,108,34
2020,5.366666666666666,2,A,100,28
2020,3.7,7,A,85,22
2022,5.533333333333333,2,D,72,12
2024,2.9333333333333336,4,D,76,14
2023,10.366666666666667,4,D,75,16
2020,11.666666666666666,6,C,61,21
2024,6.0,5,A,133,47
2021,2.5,2,C,79,31
2024,1.0,1,D,62,12
2019,7.966666666666667,2,C,96,34
2022,3.9333333333333336,2,A,112,35
2018,9.633333333333333,4,B,138,33
2019,5.433333333333334,2,A,121,39
2022,9.4,2,A,135,35
2022,10.166666666666666,4,A,102,35
2021,1.4333333333333333,4,D,59,14
2021,12.6,7,D,58,8
2024,4.5,2,D,69,15
2020,1.7333333333333334,4,C,85,20
2019,9.633333333333333,5,C,102,23
2018,5.666666666666667,1,D,74,15
2024,3.3,7,B,161,41
2023,1.1,3,C,90,25
2018,5.0,2,B,136,34
2025,6.2,6,D,81,9
2023,3.1666666666666665,1,B,178,43
2025,2.2666666666666666,7,B,195,50
2018,8.166666666666666,1,C,104,30
2021,11.133333333333333,5,D,77,16
2019,11.733333333333333,6,D,83,9
2025,3.1,2,D,76,14
2021,1.8333333333333335,2,B,150,25
2024,7.3,3,D,89,13
2024,4.8,4,D,71,16
2021,9.0,2,D,70,17
2023,8.433333333333334,1,A,108,36
2022,7.8,1,D,82,11
2018,4.5,1,D,75,12
2020,9.1,5,B,147,50
2024,1.1666666666666667,6,D,72,13
2025,2.6,3,A,111,28
2023,10.566666666666666,3,D,77,17
2019,7.266666666666667,2,B,148,36
2024,7.333333333333333,4,C,126,45
2024,10.966666666666667,3,D,61,18
2024,2.3,6,C,83,26
2022,12.633333333333333,2,B,179,51
2023,3.3666666666666667,7,B,153,43
2019,4.366666666666666,5,C,83,23
2025,7.333333333333333,5,B,204,55
2025,4.3,4,B,164,52
2020,1.7666666666666666,5,A,133,34
2021,5.8,2,C,109,33
2024,9.466666666666667,7,B,188,50
2022,3.4333333333333336,1,D,65,9
2025,6.066666666666666,2,D,77,21
2024,6.666666666666667,5,D,72,16
2019,3.533333333333333,7,B,163,30
2024,12.0,7,B,167,36
2022,2.7,2,A,100,32
2018,7.466666666666667,7,C,107,27
2022,4.933333333333334,5,D,57,14
2024,12.933333333333334,7,D,97,7
2020,8.466666666666667,6,B,162,49
2020,5.066666666666666,7,A,98,34
2022,9.133333333333333,1,C,127,37
2023,10.166666666666666,5,D,65,9
2019,2.6333333333333333,3,B,155,52
2024,2.2666666666666666,5,A,136,43
2018,2.1,7,A,140,41
2018,7.5,1,C,112,29
2023,2.533333333333333,5,C,106,41
2018,8.733333333333333,4,D,67,8
2019,4.866666666666667,6,C,106,26
2020,4.366666666666666,7,A,57,18
2023,2.5,4,C,102,23
2021,12.233333333333333,3,D,56,7
2020,8.533333333333333,1,B,165,40
2021,1.1,1,D,40,9
2019,2.5,6,A,134,38
2021,12.133333333333333,7,B,174,40
2022,2.7666666666666666,4,A,89,29
2018,2.6333333333333333,2,C,85,28
2024,8.7,4,A,124,45
2018,3.1666666666666665,2,D,69,15
2018,5.633333333333333,7,A,107,28
2021,8.0,7,C,112,27
2022,11.4,7,C,98,29
2020,9.933333333333334,2,C,93,23
2019,10.5,3,A,99,39
2025,6.7,7,D,87,12
2021,7.666666666666667,3,B,181,55
2019,11.666666666666666,4,B,160,41
2019,3.9,4,B,144,41
2023,2.8333333333333335,7,B,160,43
2023,4.066666666666666,1,B,196,57
2022,3.1333333333333333,6,B,158,38
2018,6.066666666666666,7,B,160,37
2021,7.9,3,B,147,27
2019,7.066666666666666,3,D,86,16
2024,4.966666666666667,2,D,71,8
2022,7.3,7,B,196,34
2022,10.7,6,A,118,31
2018,10.4,6,B,145,33
2018,11.6,1,D,77,12
2022,1.2,5,B,161,42
2022,7.533333333333333,7,B,217,52
2024,2.9333333333333336,4,C,85,30
2019,2.6333333333333333,3,A,112,37
2021,10.766666666666666,7,C,101,24
2024,4.4,6,C,106,38
2025,4.966666666666667,3,C,125,36
2022,8.866666666666667,6,C,102,23
2022,8.466666666666667,1,A,138,43
2018,1.4666666666666668,1,B,128,37
2025,2.466666666666667,6,A,131,38
2024,10.266666666666667,3,B,189,58
2024,8.133333333333333,1,C,120,37
2023,9.1,1,C,119,31
2019,8.066666666666666,6,B,169,43
2018,3.0,4,C,80,30
2021,4.333333333333333,7,A,110,28
2021,10.8,1,B,174,46
2023,11.833333333333334,7,C,81,24
2021,9.6,7,D,82,11
2020,2.1333333333333333,3,B,160,41
2023,10.233333333333333,7,C,105,30
2021,6.133333333333334,6,C,108,33
2019,2.2333333333333334,5,D,73,17
2025,6.133333333333334,4,D,76,10
2018,8.933333333333334,3,B,161,44
2018,1.0666666666666667,3,D,74,14
2022,1.5333333333333332,1,B,183,38
2020,6.166666666666667,6,C,83,25
2018,11.133333333333333,1,A,109,51
2018,2.4333333333333336,3,C,87,27
2021,6.766666666666667,4,C,98,36
2019,7.766666666666667,3,B,145,36
2023,12.533333333333333,7,D,69,11
2024,11.766666666666666,7,A,107,40
2022,4.6,2,A,139,47
2024,10.8,5,D,65,17
2025,7.966666666666667,3,C,109,35
2021,9.633333333333333,1,A,138,37
2022,7.233333333333333,5,B,179,50
2018,10.9,7,B,164,37
2023,6.1,7,C,128,26
2022,8.733333333333333,2,D,88,11
2019,7.4,6,C,100,30
2018,3.1,7,D,73,13
2020,1.0666666666666667,5,A,135,34
2020,11.0,6,D,45,4
2020,4.533333333333333,5,C,56,21
2023,12.366666666666667,2,A,125,48
2023,4.366666666666666,3,C,96,35
2020,3.033333333333333,1,C,107,32
2024,11.166666666666666,3,C,97,34
2023,1.6,4,B,157,42
2019,1.8,5,B,146,30
2018,6.366666666666666,2,C,94,28
2023,6.733333333333333,5,A,131,35
2021,11.5,2,A,148,40
2020,4.666666666666667,2,D,50,10
2023,9.366666666666667,2,A,120,39
2024,4.866666666666667,6,B,184,51
2023,1.2666666666666666,1,D,78,16
2025,3.033333333333333,7,A,127,36
2022,4.0,4,C,87,33
2025,3.1333333333333333,3,A,120,37
2020,9.566666666666666,5,C,96,23
2022,3.2333333333333334,2,B,174,37
2018,6.5,6,C,75,26
2021,9.6,7,C,92,22
2019,11.433333333333334,4,A,125,42
2025,6.833333333333333,4,B,142,38
2022,8.5,2,B,170,29
2018,11.866666666666667,2,D,55,7
2019,11.933333333333334,5,A,120,43
2019,4.3,3,D,77,9
2019,5.7,3,D,76,18
2018,5.166666666666667,7,C,100,25
2022,1.8666666666666667,4,D,58,11
2018,2.2,3,C,91,27
2020,2.7,6,D,84,9
2019,7.0,1,A,124,31
2023,2.0,2,A,114,39
2021,3.2666666666666666,2,D,61,10
2024,8.766666666666666,6,A,106,29
2018,2.2333333333333334,4,C,61,22
2023,3.5,4,C,107,47
2023,11.866666666666667,1,C,114,28
2019,2.1333333333333333,2,D,63,15
2021,6.066666666666666,4,A,124,47
2019,2.5,6,C,91,29
2025,6.7,7,A,142,44
2024,2.6333333333333333,2,A,135,51
2021,10.066666666666666,7,B,196,48
2019,11.8,1,A,144,43
2021,12.366666666666667,7,A,154,48
2019,3.8,1,A,119,28
2021,11.7,1,D,81,15
2019,11.1,1,A,127,36
2025,4.633333333333333,7,B,182,37
2022,8.1,4,D,74,8
2025,1.1,6,D,72,14
2024,5.633333333333333,1,A,142,43
2024,1.5333333333333332,3,A,114,44
2024,10.7,2,A,121,48
2021,3.7,1,B,154,34
2024,3.5666666666666664,1,B,191,45
2018,2.7666666666666666,6,C,80,20
2018,3.4,2,B,142,44
2022,8.9,7,C,105,24
2024,8.2,3,C,90,34
2022,8.333333333333334,4,B,156,42
2022,1.0333333333333334,7,B,179,41
2024,1.0666666666666667,3,B,198,56
2024,7.9,7,B,209,38
2018,3.8666666666666667,2,D,77,15
2024,1.5,2,D,70,17
2022,9.366666666666667,1,A,157,50
2022,7.066666666666666,7,B,184,38
2019,6.2,5,D,86,17
2020,6.733333333333333,2,D,87,17
2019,12.1,3,A,100,35
2022,1.5333333333333332,1,D,72,12
2022,9.4,2,D,74,10
2024,3.6666666666666665,4,D,73,13
2021,6.7,2,B,152,47
2018,4.4,5,A,97,34
2022,1.9333333333333333,6,C,107,36
2022,8.233333333333333,1,A,142,47
2023,3.3333333333333335,6,A,104,32
2020,11.533333333333333,2,C,68,20
2025,2.7666666666666666,1,A,129,46
2025,5.4,2,C,122,43
2025,8.866666666666667,3,B,163,44
2018,8.933333333333334,3,C,85,20
2022,9.0,3,D,87,17
2021,3.533333333333333,3,A,98,28
2019,9.6,4,C,87,20
2020,1.2666666666666666,4,D,63,12
2022,6.7,3,C,104,27
2023,7.7,6,A,127,40
2021,9.866666666666667,1,D,82,9
2019,1.4333333333333333,1,B,175,46
2025,8.833333333333334,2,A,141,52
2022,1.2333333333333334,6,C,95,25
2024,4.033333333333333,2,C,124,38
2022,3.1333333333333333,6,D,71,11
2023,5.533333333333333,3,C,90,29
2020,11.133333333333333,4,D,93,22
2020,2.0,6,B,170,36
2022,9.6,1,A,152,44
2024,10.933333333333334,2,B,192,51
2021,11.933333333333334,1,B,179,46
2019,4.566666666666666,4,D,62,12
2025,1.3333333333333333,6,A,135,55
2020,9.733333333333333,3,C,100,27
2024,1.5666666666666667,4,A,117,33
2022,8.733333333333333,2,B,174,35
2022,2.6333333333333333,7,C,86,21
2020,10.6,1,B,151,38
2019,10.066666666666666,4,B,155,45
2022,12.366666666666667,1,D,87,13
2022,12.466666666666667,4,C,78,29
2024,4.0,1,A,148,43
2019,7.1,4,A,107,30
2023,4.266666666666667,7,B,166,39
2022,3.4,7,A,102,26
2022,8.4,6,C,96,30
2020,11.9,6,A,109,31
2020,2.7666666666666666,1,A,167,47
2022,3.6333333333333333,7,D,83,13
2020,4.033333333333333,4,B,89,22
2023,12.666666666666666,4,D,75,14
2020,4.266666666666667,4,B,89,22
2023,8.2,1,C,133,41
2022,12.333333333333334,7,A,136,36
2021,3.1666666666666665,6,B,159,30
2022,7.433333333333334,4,A,126,45
2019,9.866666666666667,5,A,119,35
2020,7.2,2,C,81,31
2024,9.2,6,A,127,43
2022,1.3666666666666667,3,D,80,12
2023,4.966666666666667,7,D,80,10
2018,12.033333333333333,7,A,129,32
2018,9.9,5,D,55,11
2022,2.8666666666666667,7,B,161,41
2018,12.366666666666667,3,D,66,14
2021,4.633333333333333,2,A,122,38
2020,12.866666666666667,7,D,58,12
2021,6.266666666666667,3,D,62,11
2020,12.7,2,C,75,21
2018,11.033333333333333,5,D,55,7
2021,1.5,6,B,146,43
2024,5.0,3,D,73,11
2019,4.633333333333333,6,C,98,35
2021,5.4,4,B,158,46
2020,7.4,1,D,73,13
2018,4.333333333333333,3,D,77,14
2023,9.9,4,B,168,58
2023,10.833333333333334,4,D,67,18
2020,9.266666666666667,3,A,87,26
2024,12.666666666666666,6,C,111,34
2021,10.566666666666666,1,B,183,59
2018,3.3666666666666667,1,B,154,47
2020,1.8,6,A,116,24
2018,6.666666666666667,4,D,71,14
2019,10.1,5,D,79,10
2020,1.8333333333333335,7,A,151,48
2022,2.3,4,D,70,14
2018,11.733333333333333,5,C,90,29
2023,5.2,7,D,71,15
2021,5.166666666666667,4,D,78,14
2024,2.3333333333333335,7,C,89,25
2020,9.833333333333334,6,A,121,40
2022,11.833333333333334,6,A,141,37
2019,7.866666666666667,6,B,167,42
2021,3.466666666666667,1,B,159,43
2024,8.266666666666667,5,A,130,40
2020,1.5333333333333332,5,B,109,34
2018,5.4,7,C,79,28
2019,2.6,2,B,167,47
2019,10.533333333333333,4,D,75,12
2024,4.8,4,C,108,40
2021,6.7,2,C,104,42
2021,5.933333333333334,6,A,125,34
2020,3.1333333333333333,4,A,97,30
2025,1.1,6,C,94,33
2023,9.233333333333333,5,B,183,58
2025,8.1,1,D,87,15
2018,11.2,3,A,104,38
2023,11.1,6,A,114,40
2019,8.066666666666666,6,C,97,35
2024,6.133333333333334,3,C,107,36
2021,5.566666666666666,2,D,66,5
2021,6.8,5,A,116,34
2024,6.966666666666667,7,A,127,38
2022,11.7,2,A,139,45
2022,11.5,3,B,172,52
2019,8.366666666666667,1,C,88,26
2025,6.1,3,C,110,37
